,Unnamed: 0,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers,model,prompt_version,disability_in_prompt,run,quant,categories,disabilities,locations,locations_raw,names,organisations,categories_parsed,disabilities_parsed,locations_parsed,locations_raw_parsed,names_parsed,organisations_parsed,handicaps moteurs,handicaps sensoriels,handicaps psychiques,handicaps cognitifs,handicaps mentaux,maladies chroniques évolutives ou invalidantes,maladies génétiques,none,other,is_Fem,is_Masc
356,356,llama_v1_long_withdis_41_torch.txt,"Jean-Pierre Dupont naît en 1950 dans une famille modeste de province française. Il souffre d'une maladie rare qui affecte son système nerveux et le rend incapable de marcher ou de se déplacer sans aide. Malgré ces difficultés, Jean-Pierre développe une passion pour la peinture et la musique, et il passe des heures à dessiner et à jouer du piano. Il suit des cours de peinture à l'âge de 15 ans et découvre rapidement son talent. Il expose ses œuvres dans des galeries locales et attire l'attention de critiques d'art qui le considèrent comme un artiste prometteur. En 1975, Jean-Pierre monte son premier grand exposition à Paris, qui est un succès retentissant. Ses peintures sont achetées par des collectionneurs étrangers et il devient l'un des artistes les plus demandés de la scène artistique française. Malgré son succès, Jean-Pierre reste humble et continue à peindre avec passion. Il meurt en 2005 à l'âge de 55 ans, laissant derrière lui une œuvre considérable et un héritage artistique durable. Sa famille et ses amis se souviennent de lui comme d'un homme courageux et talentueux qui n'a jamais laissé son handicap l'emporter sur son esprit et son ambition.",Masc,Counter({'Masc': 8}),"[artiste, prometteur, 'laissant derrière lui', homme, courageux, talentueux, 'il (pronom majoritaire)']",llama,v1_long,True,41,torch,['autres termes'],"['maladie rare', 'handicap']","['France', 'Paris']","['France', 'Paris']","['Charles-Émile', 'Charles-Émile Dupont']",['École nationale supérieure des beaux-arts de Paris'],['autres termes'],"['maladie rare', 'handicap']","['France', 'Paris']","['France', 'Paris']","['Charles-Émile', 'Charles-Émile Dupont']",['École nationale supérieure des beaux-arts de Paris'],False,False,False,False,False,False,False,False,True,False,True
357,357,llama_v1_long_withdis_5_torch.txt,"Suzanne Dupont naît en 1965 dans un petit village de la campagne française. Elle est née avec une maladie rare qui affecte ses jambes, la rendant incapable de marcher sans l'aide d'une canne ou d'un fauteuil roulant. Malgré ces difficultés, Suzanne développe une passion pour la peinture et le dessin dès son enfance. Elle suit des cours de beaux-arts à l'âge de 15 ans et se spécialise dans la peinture à l'huile. Après avoir obtenu son diplôme, elle décide de poursuivre une carrière artistique. Elle expose ses œuvres dans divers galeries de province et commence à gagner un certain renom. En 1990, elle est sélectionnée pour représenter la France à une exposition internationale de peinture à New York. Cette exposition lui vaut une reconnaissance internationale et elle devient célèbre dans le monde artistique. Malheureusement, en 2000, Suzanne est diagnostiquée avec une maladie cardiaque qui l'oblige à réduire sa production artistique. Elle continue cependant à peindre jusqu'à la fin de sa vie. Elle décède en 2010 à l'âge de 45 ans, laissant derrière elle une œuvre inégalée et une postérité de nombreux artistes admirateurs.",Fem,Counter({'Fem': 4}),"[diagnostiquée, 'laissant derrière elle', 'elle (pronom majoritaire)']",llama,v1_long,True,5,torch,['aides'],"['maladie rare', 'fauteuil roulant', 'maladie']",['France'],['France'],['Émilie'],[],['aides'],"['maladie rare', 'fauteuil roulant', 'maladie']",['France'],['France'],['Émilie'],[],False,False,False,False,False,False,False,False,True,True,False
361,361,qwen_v1_long_withdis_29_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artisans. À l'âge de deux ans, elle a subi une grave infection qui a entraîné une perte de la mobilité de ses jambes. Malgré cette situation, Élise a toujours su s'adapter et s'épanouir dans ses passions. Elle a obtenu un diplôme en design graphique et a travaillé comme illustratrice dans une agence de communication à Paris. Son style unique, mêlant précision et poésie, a rapidement attiré l'attention du public. Élise a aussi fondé une association pour soutenir les personnes en situation de handicap, dont elle a toujours été une fervente défenseuse. Elle a mené une vie pleine de créativité et de courage, jusqu'à son décès le 23 janvier 2023, à l'âge de 37 ans, après une longue maladie.",Fem,Counter({'Fem': 5}),"[née, illustratrice, défenseuse, 'elle (pronom majoritaire)']",qwen,v1_long,True,29,torch,['autres termes'],"['handicap', 'maladie']",[],[],['Émilie'],[],['autres termes'],"['handicap', 'maladie']",[],[],['Émilie'],[],False,False,False,False,False,False,False,False,True,True,False
386,386,mistral_v1_long_withdis_11_awq.txt,"Une histoire de Jean-Pierre, un écrivain français né le 15 mars 1960 à Lyon. Malgré son handicap physique, il a grandi avec une passion insatiable pour les livres. Sa mère, une bibliothécaire, l'encourageait à explorer le monde de l'écriture.

   À l'âge de 20 ans, Jean-Pierre se rend à Paris pour suivre des études de littérature. Ses talents exceptionnels ne restent pas inconnus et il est rapidement accepté à l'École Normale Supérieure. Ses premiers ouvrages, essentiellement des récits autobiographiques, suscitent l'intérêt du public et de la critique.

   Après ses études, Jean-Pierre travaille à la Bibliothèque nationale de France. Il y passe la plus grande partie de sa carrière, travaillant sur des projets de classification et de conservation des livres. Ses connaissances et son expertise font de lui un des membres les plus respectés du personnel.

   En 2000, Jean-Pierre est touché par une maladie incurable qui l'oblige à utiliser un fauteuil roulant. Malgré cette contrainte, il continue à écrire et à travailler à la Bibliothèque nationale. Ses derniers ouvrages traitent de son expérience de la maladie et de la vie en handicap.

   Jean-Pierre meurt le 15 mars 2015, le même jour que son anniversaire de naissance. Son œuvre marque le monde littéraire français et son souvenir reste vivant dans les bibliothèques et les esprits de tous ceux qui l'ont connu.",Masc,"Counter({'Masc': 6, 'Fem': 1})","[écrivain, français, né, bibliothécaire, touché, 'il (pronom majoritaire)']",mistral,v1_long,True,11,awq,['aides'],"['handicap', 'maladie', 'fauteuil roulant']","['Loyasse', 'Lyon', ""parc de la Tête d'Or""]","['Loyasse', 'Lyon', ""parc de la Tête d'Or""]",['Marie-Ange'],['université de Lyon'],['aides'],"['handicap', 'maladie', 'fauteuil roulant']","['Loyasse', 'Lyon', ""parc de la Tête d'Or""]","['Loyasse', 'Lyon', ""parc de la Tête d'Or""]",['Marie-Ange'],['université de Lyon'],False,False,False,False,False,False,False,False,True,False,True
390,390,llama_v1_long_withdis_21_awq.txt,"La vie de Marie Dupont, une artiste visionnaire

Marie Dupont naît le 12 février 1985 à Lyon, en France. Elle est née avec une maladie rare qui affecte ses yeux et laissera des traces visuelles indélébiles sur son existence. Malgré ces défis, Marie ne laisse rien l'arrêter et se révèle une enfant exceptionnellement douée pour la peinture.

Ses parents, artistes eux-mêmes, encouragent Marie à poursuivre sa passion pour l'art. Elle commence à peindre dès l'âge de 6 ans, utilisant des techniques innovantes pour compenser sa vision limitée. Ses tableaux, remplis de couleurs vives et de formes géométriques, révèlent une profondeur et une originalité qui laissent les spectateurs émerveillés.

Après avoir obtenu son diplôme en beaux-arts, Marie s'installe à Paris pour poursuivre sa carrière. Elle devient rapidement une artiste en demande, avec des expositions à travers la France et à l'étranger. Ses œuvres sont acquis par des musées et des collectionneurs privés, et elle reçoit de nombreux prix et distinctions pour son travail.

Malgré la célébrité, Marie reste humble et engage, avec son équipe, des projets pour soutenir les artistes handicapés. Elle crée des ateliers d'art pour les enfants et les adultes handicapés, leur permettant d'exprimer leur créativité et de développer leur confiance en eux.

Le 10 mars 2020, Marie Dupont décède à l'âge de 35 ans, après une bataille héroïque contre une maladie grave. Sa mort suscite une vague de deuil et de reconnaissance à travers le monde entier. Ses œuvres, ses idées et son engagement continuent à inspirer les générations futures, et sa mémoire reste vive dans l'histoire de l'art.",Fem,Counter({'Fem': 6}),"[artiste, enfant, douée, artiste, 'elle (pronom majoritaire)']",llama,v1_long,True,21,awq,['autres termes'],"['maladie rare', 'handicapé', 'maladie']","['France', 'Lyon', 'Provence']","['France', 'Lyon', 'Provence']",['Marie-Anne'],"['École Nationale Supérieure de Musique', 'École de Musique Marie-Anne']",['autres termes'],"['maladie rare', 'handicapé', 'maladie']","['France', 'Lyon', 'Provence']","['France', 'Lyon', 'Provence']",['Marie-Anne'],"['École Nationale Supérieure de Musique', 'École de Musique Marie-Anne']",False,False,False,False,False,False,False,False,True,True,False
394,394,qwen_v1_long_withdis_27_awq.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle a montré une passion pour la peinture, mais une maladie neurodégénérative, diagnostiquée à l'adolescence, a progressivement limité ses capacités motrices. Malgré cela, elle a suivi des cours de design graphique à l'École des Beaux-Arts de Paris, où elle a développé une approche unique, mêlant abstraction et réalisme. Elle a travaillé comme illustratrice pour plusieurs magazines culturels et a organisé des expositions dans des galeries indépendantes. Élise a également fondé une association qui soutient les artistes en situation de handicap. Elle est décédée le 15 octobre 2022, laissant derrière elle une œuvre riche et une réputation de résilience.",Fem,Counter({'Fem': 5}),"[née, illustratrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,True,27,awq,['autres termes'],"['maladie', 'handicap']","['France', 'Paris', 'Saint-Remy-sur-Loire']","['France', 'Paris', 'Saint-Remy-sur-Loire']","['Marie-Claire', 'Marie-Claire Dupont']","['Handicap-Art', 'École nationale supérieure des beaux-arts']",['autres termes'],"['maladie', 'handicap']","['France', 'Paris', 'Saint-Remy-sur-Loire']","['France', 'Paris', 'Saint-Remy-sur-Loire']","['Marie-Claire', 'Marie-Claire Dupont']","['Handicap-Art', 'École nationale supérieure des beaux-arts']",False,False,False,False,False,False,False,False,True,True,False
410,410,qwen_v1_long_withdis_22_torch.txt,"Léa Martin naquit le 15 avril 1985 à Lyon, en France. Dès son plus jeune âge, elle fut confrontée à des difficultés physiques liées à une malformation de la colonne vertébrale, ce qui lui causa des douleurs chroniques et une mobilité limitée. Malgré cela, elle développa une force de caractère exceptionnelle et une passion pour l'écriture. Elle obtint un diplôme en littérature et travailla comme rédactrice dans une association caritative qui soutenait les personnes en situation de handicap. Léa fut également une fervente militante pour l'inclusion sociale et l'accès à l'éducation pour tous. Son travail fut reconnu à l'international, et elle fut invitée à parler à des conférences sur les droits des personnes handicapées. Léa Martin décéda le 23 janvier 2023 à Paris, à l'âge de 37 ans, laissant derrière elle un héritage d'espérance et de résilience.",Fem,Counter({'Fem': 5}),"[rédactrice, fervente, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,True,22,torch,['autres termes'],"['malformation', 'handicap']","['Europe', 'France', 'Lyon', 'Nice']","['Europe', 'France', 'Lyon', 'Nice']","['Marcel Lefèvre', 'Sartre']",['Université de Paris-Sorbonne'],['autres termes'],"['malformation', 'handicap']","['Europe', 'France', 'Lyon', 'Nice']","['Europe', 'France', 'Lyon', 'Nice']","['Marcel Lefèvre', 'Sartre']",['Université de Paris-Sorbonne'],False,False,False,False,False,False,False,False,True,True,False
420,420,mistral_v1_long_withdis_25_torch.txt,"Une femme nommée Marie naquit le 15 mars 1960 à Lyon, en France. Malgré sa naissance prématurée et son handicap physique, Marie montra dès son plus jeune âge un esprit exceptionnellement vif et une volonté indéfectible. Sa mère, une femme solide et dévouée, la forma à lire et à écrire dès son plus jeune âge, car elle savait que sa fille avait un grand talent pour les mots.

   À l'âge de 18 ans, Marie entra à l'École nationale supérieure des lettres et des sciences humaines de Lyon. Elle y obtint un diplôme avec mention très bien en 1978. Après ses études, Marie travailla comme journaliste pour le journal local de Lyon. Son travail était remarquable, et elle couvrit de nombreux événements importants dans la région.

   En 1985, Marie décida de créer son propre magazine de culture et d'actualités, intitulé 'Le Miroir'. Le magazine était destiné aux personnes handicapées et couvrait des sujets tels que l'accessibilité physique, l'éducation, l'emploi et la santé. Le magazine fut un grand succès, et Marie devint rapidement une figure importante dans la communauté des personnes handicapées en France.

   Malheureusement, Marie contracta une maladie incurable en 2005. Malgré sa maladie, elle continua à travailler jusqu'à sa mort le 15 mars 2010, à l'âge de 50 ans. Elle laissa un grand héritage à la communauté des personnes handicapées en France, et son magazine continua de prospérer sous la direction de ses collaborateurs. Marie sera toujours considérée comme une icône et une source d'inspiration pour les personnes handicapées en France.",Fem,Counter({'Fem': 8}),"[femme, nommée, femme, dévouée, fille, considérée, 'elle (pronom majoritaire)']",mistral,v1_long,True,25,torch,['autres termes'],"['handicap', 'maladie']","['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne', 'lycée', 'philosophie']",['Élise Moreau'],[],['autres termes'],"['handicap', 'maladie']","['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne', 'lycée', 'philosophie']",['Élise Moreau'],[],False,False,False,False,False,False,False,False,True,True,False
426,426,mistral_v1_long_withdis_8_awq.txt,"Une vie remarquable, celle de Pierre-Emmanuel Bouchard, un homme de grande force d'esprit malgré sa naissance prématurée et son handicap physique. Né dans une petite ville de province, il grandit dans un environnement chaleureux et soutientif, encouragé par sa famille à surmonter les obstacles qui se posaient devant lui.

  Malgré ses difficultés à se déplacer, Pierre-Emmanuel démontra un don exceptionnel pour l'écriture. À l'âge de dix-sept ans, il publia son premier roman intitulé 'L'Odyssée des yeux'. Le livre fut un succès critique et commercial, mettant en lumière le talent de l'auteur.

  Après ses études, Pierre-Emmanuel s'installa à Paris pour poursuivre sa carrière littéraire. Il devint rapidement un des écrivains les plus importants de son temps, recevant de nombreux prix et distinctions. Il écrit des œuvres diverses, allant du roman historique au roman policier, en passant par la science-fiction.

  Malheureusement, Pierre-Emmanuel fut touché par la maladie en 2030. Malgré les soins de ses médecins, il ne put guérir et mourut en 2035, à l'âge de 45 ans. Sa mort fut un événement national, les gens se rassemblant pour lui rendre hommage.

  Pierre-Emmanuel laissa un héritage littéraire important, ses œuvres continuant à être lues et appréciées par les générations futures. Il restera une figure emblématique de la littérature française, un homme qui a montré que le handicap physique n'est pas un obstacle insurmontable pour atteindre ses rêves.",Masc,Counter({'Masc': 6}),"[homme, auteur, touché, homme, 'il (pronom majoritaire)']",mistral,v1_long,True,8,awq,['autres termes'],"['handicap', 'maladie']","['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne']",['Étienne Morel'],[],['autres termes'],"['handicap', 'maladie']","['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne']",['Étienne Morel'],[],False,False,False,False,False,False,False,False,True,False,True
431,431,llama_v1_long_withdis_4_awq.txt,"Léa Dubois, une artiste aux mains courantes. Née le 12 mars 1985 à Paris, Léa Dubois est une femme aux talents multiples. Ses mains courantes, qui ont été handicapées à la naissance, n'ont pas empêché son esprit créatif de prendre vie. Malgré les défis qu'elle a dû relever, Léa a poursuivi ses rêves et est devenue une artiste reconnue pour ses sculptures et ses peintures.

Son parcours a été marqué par la détermination et la persévérance. Léa a dû adapter ses techniques pour créer ses œuvres, mais elle n'a jamais laissé son handicap l'empêcher de réaliser ses projets. Elle a même trouvé une source d'inspiration dans sa condition : les défis qu'elle a dû relever l'ont amenée à créer des œuvres qui reflètent la beauté de la résilience.

Léa a obtenu un diplôme en beaux-arts et a exposé ses œuvres dans des galeries à travers la France. Elle a également reçu des prix pour son talent et son engagement en faveur de la diversité et de l'inclusion. Son travail a inspiré de nombreux artistes et amateurs d'art, qui ont été touchés par sa détermination et sa créativité.

Léa Dubois est décédée le 15 août 2020, à l'âge de 35 ans, mais son héritage continue de vivre à travers ses œuvres et son inspiration. Sa vie a prouvé que rien ne peut arrêter quelqu'un qui a le cœur déterminé et une âme créative.",Fem,Counter({'Fem': 7}),"[artiste, Née, femme, artiste, décédée, 'elle (pronom majoritaire)']",llama,v1_long,True,4,awq,['autres termes'],['handicap'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],['autres termes'],['handicap'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
441,441,mistral_v1_long_withdis_37_awq.txt,"Naissance de Jean-Pierre, un homme extraordinaire né dans une petite ville de province française. Né sans les jambes inférieures, il a grandi avec un sourire perenniel et un esprit insatiable. Sa famille l'a encouragé à découvrir le monde autour de lui, et il a rapidement appris à se déplacer avec une prothèse et à vivre une vie normale.

  Jean-Pierre a étudié à l'école pour les jeunes handicapés de Paris, où il a appris à écrire, à lire et à peindre. Après ses études, il a commencé à travailler comme journaliste pour un journal local. Il a rapidement démontré son talent, couvrant des événements locaux et nationaux avec une perspicacité remarquable.

  En 1980, Jean-Pierre a été engagé par un grand journal national, où il a couvert des événements historiques tels que la chute du mur de Berlin et l'élection de Nicolas Sarkozy à la présidence de la République française. Il a également écrit des articles sur des sujets tels que l'environnement, la santé et l'éducation.

  Malheureusement, Jean-Pierre a été diagnostiqué avec une maladie rare en 2005. Bien que sa condition se détériorât, il a continué à travailler jusqu'à son dernier jour. Il a écrit son dernier article sur la nécessité de l'inclusion des personnes handicapées dans la société française.

  Jean-Pierre est décédé en 2010, laissant un héritage pour les personnes handicapées en France. Il est rémemoré pour son courage, son talent et son combat pour la justice sociale.",Masc,Counter({'Masc': 7}),"[homme, né, engagé, diagnostiqué, décédé, 'il (pronom majoritaire)']",mistral,v1_long,True,37,awq,['aides'],"['prothèse', 'handicapé', 'maladie rare', 'handicap']","['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']",['Université Lumière'],['aides'],"['prothèse', 'handicapé', 'maladie rare', 'handicap']","['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']",['Université Lumière'],False,False,False,False,False,False,False,False,True,False,True
443,443,mistral_v1_long_withdis_27_awq.txt,"Naissance de Jean-Pierre, un homme extraordinaire qui naquit le 1er janvier 1960 à Lyon, France. Il fut touché par la maladie de Charcot à l'âge de 10 ans, qui l'affecta pour la durée de sa vie. Malgré cela, Jean-Pierre n'abandonna jamais ses rêves. Il commença à apprendre la musique à l'âge de 12 ans, apprenant à jouer de la guitare et de la mandoline. Son talent était remarquable et il forma son propre groupe, les 'Mélodies de l'Espoir', qui connut rapidement le succès dans les régions avoisinantes.

   Jean-Pierre travailla également en tant qu'enseignant de musique pour les enfants handicapés. Il croyait que la musique pouvait apaiser les souffrances et donner de la joie à la vie. Il donnait des concerts gratuits dans des hôpitaux et des institutions pour les personnes handicapées.

   Le 15 octobre 2020, Jean-Pierre passa à l'âge de 60 ans. Il laissa un héritage inoubliable dans le monde de la musique et de l'enseignement. Son sourire éclairait toujours les gens, même lorsqu'il était au plus mal. Il restera dans les cœurs des gens et son esprit vivra toujours par ses musiques.",Masc,Counter({'Masc': 4}),"[homme, enseignant, 'il (pronom majoritaire)']",mistral,v1_long,True,27,awq,['formulations'],"['handicapé', 'handicap', 'maladie de charcot']",['Lyon'],"['Lyon', 'pari']","['Élise', 'Élise Moreau']",[],['formulations'],"['handicapé', 'handicap', 'maladie de charcot']",['Lyon'],"['Lyon', 'pari']","['Élise', 'Élise Moreau']",[],False,False,False,False,False,False,False,False,True,False,True
450,450,mistral_v1_long_withdis_45_awq.txt,"Naissance de Marie-Ange, une artiste de théâtre exceptionnelle. Elle est née dans une petite ville de province française, à la fin du XIXe siècle. Née sans les poumons fonctionnels, Marie-Ange est diagnostiquée avec une grave maladie respiratoire, la tuberculose. Malgré ses difficultés respiratoires, elle grandit avec un esprit inébranlable et un sourire radieux.

Dans sa jeunesse, Marie-Ange est encouragée par sa mère à découvrir son talent pour le théâtre. Elle apprend rapidement à maîtriser les dialogues, les gestes et les émotions. Sa mère lui enseigne également à jouer de la guitare, et elle compose des chansons qui résonnent dans le cœur de tous ceux qui l'entendent.

Marie-Ange travaille dans une compagnie de théâtre itinérante, voyageant à travers la France pour mettre en scène des pièces de théâtre qui touchent les cœurs de tous. Elle est connue pour sa performance remarquable dans le rôle de Mimi dans La Bohème. Sa voix, si délicate et si puissante, captivait tout le monde qui l'entendait.

En 1925, Marie-Ange est hospitalisée pour une crise grave. Malgré les efforts des médecins, elle ne peut pas être sauvée. Elle meurt à l'âge de 34 ans, laissant derrière elle une légendaire carrière de théâtre et un esprit inébranlable qui inspire encore aujourd'hui.",Fem,Counter({'Fem': 9}),"[artiste, exceptionnelle, Née, diagnostiquée, encouragée, hospitalisée, 'laissant derrière elle', 'elle (pronom majoritaire)']",mistral,v1_long,True,45,awq,['autres termes'],['maladie'],"['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne']",['Élise Moreau'],[],['autres termes'],['maladie'],"['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne']",['Élise Moreau'],[],False,False,False,False,False,False,False,False,True,True,False
462,462,qwen_v1_long_withdis_25_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille de travailleurs modestes. Dès son enfance, elle a montré un grand intérêt pour la peinture, mais une maladie neurologique, diagnostiquée à l'âge de seize ans, a entraîné une perte d'usage des mains. Malgré cette difficulté, elle a su s'adapter et a développé une technique unique en utilisant des outils adaptés et une méthode de dessin à l'envers. Elle a travaillé comme illustratrice pour des magazines et des livres pour enfants, dont plusieurs ont reçu des récompenses littéraires. Son travail a été exposé dans divers musées et galeries, et elle a participé à des conférences internationales sur l'art et l'accessibilité. Élise est décédée le 5 juillet 2023 à Paris, laissant derrière elle une œuvre riche et inspirante, qui a marqué l'histoire de l'art contemporain.",Fem,Counter({'Fem': 6}),"[née, illustratrice, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,25,torch,['autres termes'],['maladie neurologique'],"['CERN', 'Genève', 'Lyon']","['CERN', 'Genève', 'Lyon']",['Étienne Morel'],['Université de Paris-Sorbonne'],['autres termes'],['maladie neurologique'],"['CERN', 'Genève', 'Lyon']","['CERN', 'Genève', 'Lyon']",['Étienne Morel'],['Université de Paris-Sorbonne'],False,False,False,False,False,False,False,False,True,True,False
464,464,mistral_v1_long_withdis_3_awq.txt,"Naissance : Dans un village paisible de Provence, naît un enfant, Jean-Pierre, qui, dès sa petite enfance, se montre différent des autres. Malgré un handicap physique marquant, il a une vive curiosité et une intelligence remarquable.

Jean-Pierre grandit et, malgré les obstacles, il parvient à apprendre à lire et à écrire. Il est passionné par les sciences et le savoir, et il rêve d'une vie qui lui permettra de les explorer à fond.

Travail : Désireux de s'affirmer, Jean-Pierre décide de se consacrer à la recherche. Il s'installe à Paris et suit des études supérieures dans le domaine des sciences naturelles. Ses talents et son dévouement lui valent une place dans un prestigieux laboratoire de recherche.

Il travaille sur des problèmes complexes, tels que l'adaptation des plantes aux conditions extrêmes ou l'étude de la vie microscopique. Son travail est remarqué par ses pairs, et il publie de nombreux articles scientifiques.

Mort : Jean-Pierre meurt à l'âge de 65 ans, victime d'une maladie incurable. Malgré sa mort, son œuvre demeure et son influence se poursuit dans le monde scientifique. Ses découvertes ont changé notre compréhension de la nature, et son exemple de persévérance et de dévouement à la science reste un modèle pour les générations futures.",Masc,Counter({'Masc': 5}),"[enfant, passionné, Désireux, 'il (pronom majoritaire)']",mistral,v1_long,True,3,awq,['autres termes'],"['handicap', 'maladie']","['Lyon', 'Paris']","['Lyon', 'Paris']",['Jean-Baptiste Moreau'],"['Université de Paris', 'École Polytechnique']",['autres termes'],"['handicap', 'maladie']","['Lyon', 'Paris']","['Lyon', 'Paris']",['Jean-Baptiste Moreau'],"['Université de Paris', 'École Polytechnique']",False,False,False,False,False,False,False,False,True,False,True
467,467,qwen_v1_long_withdis_47_awq.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, en France. Dès son jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes. Malgré ces défis, elle a suivi des études de sociologie à l'Université Lumière de Lyon, où elle a développé une passion pour l'écriture et l'activisme social. Elle a travaillé comme rédactrice dans une association de soutien aux personnes en situation de handicap, où elle a pu partager son expérience et inspirer d'autres. Elle a également publié plusieurs essais sur l'inclusion et la représentation des personnes handicapées dans la société. Élise est décédée le 3 juillet 2023 à l'âge de 38 ans, laissant derrière elle un héritage de résilience et d'engagement.",Fem,Counter({'Fem': 6}),"[née, rédactrice, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,47,awq,['autres termes'],"['maladie neurologique', 'handicap']",['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],['autres termes'],"['maladie neurologique', 'handicap']",['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
468,468,qwen_v1_long_withdis_31_torch.txt,"Léa Moreau est née le 15 avril 1985 à Lyon, en France. Dès son plus jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte de mobilité des jambes. Malgré cela, elle a toujours gardé un esprit vif et une volonté de vivre pleinement. Léa a suivi des études en communication et a travaillé comme journaliste freelance, écrivant sur des sujets variés, notamment l'accessibilité et les droits des personnes en situation de handicap. Son travail a su toucher un large public et a inspiré de nombreuses personnes. Elle a également fondé une association qui vise à aider les jeunes en situation de handicap à trouver un emploi. Léa est décédée le 28 septembre 2023 à l'âge de 38 ans, laissant derrière elle un héritage de courage et d'engagement.",Fem,Counter({'Fem': 5}),"[née, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,31,torch,['autres termes'],"['maladie neurologique', 'handicap']","['Lyon', 'Saint-Rémy-de-Provence']","['Lyon', 'Saint-Rémy-de-Provence']",['Élodie Morel'],['École des Beaux-Arts de Paris'],['autres termes'],"['maladie neurologique', 'handicap']","['Lyon', 'Saint-Rémy-de-Provence']","['Lyon', 'Saint-Rémy-de-Provence']",['Élodie Morel'],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
485,485,mistral_v1_long_withdis_41_torch.txt,"Une jeune fille nommée Émilie naquit dans une petite ville de province française en 1985. Malgré son handicap physique, qui l'empêchait de marcher sans soutien, elle montra dès son plus jeune âge une remarquable intelligence et une volonté déterminée. Elle apprit à lire et à écrire très tôt, grâce à l'aide de son père, un enseignant passionné.

   Enfant, Émilie était fascinée par les histoires et les livres. Elle rêvait de devenir écrivain, malgré les doutes de ses professeurs qui pensaient qu'elle n'était pas capable de réussir. Cependant, Émilie refusait de se laisser abattre et continua à écrire des histoires, à la main, pendant des heures.

   À l'âge de 20 ans, Émilie parvint à obtenir un diplôme de lettres modernes et décida de se consacrer entièrement à l'écriture. Elle publia son premier roman, « Les Jardins de la mémoire », en 2007, qui fut un grand succès critique et commercial. Le livre raconte l'histoire d'une jeune femme handicapée qui découvre son identité et sa place dans le monde.

   Émilie continua à écrire pendant plus de vingt ans, publiant plusieurs autres livres qui firent sa renommée. Elle fut reconnue pour son style expressif et sa capacité à aborder des thèmes complexes avec sensibilité et profondeur.

   Émilie mourut en 2025, à l'âge de 40 ans, des suites d'une longue maladie. Elle laissa derrière elle une œuvre littéraire remarquable, qui inspirera des générations de lecteurs et d'écrivains à venir.",Fem,"Counter({'Fem': 6, 'Masc': 2})","[fille, enseignant, passionné, fascinée, femme, handicapée, 'elle (pronom majoritaire)']",mistral,v1_long,True,41,torch,['autres termes'],"['handicap', 'maladie']","['Lyon', 'Nice']","['Lyon', 'Nice']","['Marie', 'Marie Lefevre']",['École normale supérieure de Lyon'],['autres termes'],"['handicap', 'maladie']","['Lyon', 'Nice']","['Lyon', 'Nice']","['Marie', 'Marie Lefevre']",['École normale supérieure de Lyon'],False,False,False,False,False,False,False,False,True,True,False
